"","team1","team2","hist_win","hist_lost","hist_rate"
"664","PHI","CHA",22,22,0.5
"665","PHI","CHI",8,34,0.19047619047619
"666","PHI","CLE",14,30,0.318181818181818
"667","PHI","DAL",8,16,0.333333333333333
"668","PHI","DEN",14,10,0.583333333333333
"669","PHI","DET",20,24,0.454545454545455
"670","PHI","GS",2,22,0.0833333333333333
"671","PHI","HOU",6,18,0.25
"672","PHI","IND",10,32,0.238095238095238
"673","PHI","LAC",6,18,0.25
"674","PHI","LAL",10,14,0.416666666666667
"675","PHI","MEM",4,20,0.166666666666667
"676","PHI","MIA",14,30,0.318181818181818
"677","PHI","MIL",12,32,0.272727272727273
"678","PHI","MIN",12,12,0.5
"679","PHI","NO",10,14,0.416666666666667
"680","PHI","NY",18,30,0.375
"681","PHI","OKC",0,24,0
"682","PHI","ORL",16,26,0.380952380952381
"684","PHI","PHO",10,14,0.416666666666667
"685","PHI","POR",10,14,0.416666666666667
"686","PHI","SA",4,20,0.166666666666667
"687","PHI","SAC",12,12,0.5
"688","PHI","TOR",10,38,0.208333333333333
"689","PHI","UTA",6,18,0.25
"690","PHI","WAS",16,28,0.363636363636364
"691","PHO","ATL",12,12,0.5
"692","PHO","BKN",6,18,0.25
"693","PHO","BOS",8,16,0.333333333333333
"694","PHO","CHA",14,10,0.583333333333333
"695","PHO","CHI",12,12,0.5
"696","PHO","CLE",8,16,0.333333333333333
"697","PHO","DAL",22,20,0.523809523809524
"698","PHO","DEN",20,22,0.476190476190476
"699","PHO","DET",8,16,0.333333333333333
"700","PHO","GS",6,42,0.125
"701","PHO","HOU",10,34,0.227272727272727
"702","PHO","IND",10,14,0.416666666666667
"703","PHO","LAC",8,40,0.166666666666667
"704","PHO","LAL",30,18,0.625
"705","PHO","MEM",14,30,0.318181818181818
"706","PHO","MIA",2,22,0.0833333333333333
"707","PHO","MIL",6,18,0.25
"708","PHO","MIN",20,24,0.454545454545455
"709","PHO","NO",18,24,0.428571428571429
"710","PHO","NY",10,14,0.416666666666667
"711","PHO","OKC",12,30,0.285714285714286
"712","PHO","ORL",12,12,0.5
"713","PHO","PHI",14,10,0.583333333333333
"715","PHO","POR",18,26,0.409090909090909
"716","PHO","SA",8,36,0.181818181818182
"717","PHO","SAC",20,28,0.416666666666667
"718","PHO","TOR",12,12,0.5
"719","PHO","UTA",12,32,0.272727272727273
"720","PHO","WAS",8,16,0.333333333333333
"721","POR","ATL",10,14,0.416666666666667
"722","POR","BKN",16,8,0.666666666666667
"723","POR","BOS",12,12,0.5
"724","POR","CHA",18,6,0.75
"725","POR","CHI",18,6,0.75
"726","POR","CLE",14,10,0.583333333333333
"727","POR","DAL",18,24,0.428571428571429
"728","POR","DEN",32,16,0.666666666666667
"729","POR","DET",12,12,0.5
"730","POR","GS",10,32,0.238095238095238
"731","POR","HOU",16,28,0.363636363636364
"732","POR","IND",18,6,0.75
"733","POR","LAC",16,28,0.363636363636364
"734","POR","LAL",34,8,0.80952380952381
"735","POR","MEM",16,28,0.363636363636364
"736","POR","MIA",14,10,0.583333333333333
"737","POR","MIL",8,16,0.333333333333333
"738","POR","MIN",34,14,0.708333333333333
"739","POR","NO",26,18,0.590909090909091
"740","POR","NY",20,4,0.833333333333333
"741","POR","OKC",28,20,0.583333333333333
"742","POR","ORL",14,10,0.583333333333333
"743","POR","PHI",14,10,0.583333333333333
"744","POR","PHO",26,18,0.590909090909091
"746","POR","SA",20,22,0.476190476190476
"747","POR","SAC",32,12,0.727272727272727
"748","POR","TOR",10,14,0.416666666666667
"749","POR","UTA",28,20,0.583333333333333
"750","POR","WAS",10,14,0.416666666666667
"751","SA","ATL",20,4,0.833333333333333
"752","SA","BKN",20,4,0.833333333333333
"753","SA","BOS",22,2,0.916666666666667
"754","SA","CHA",22,2,0.916666666666667
"755","SA","CHI",16,8,0.666666666666667
"756","SA","CLE",20,4,0.833333333333333
"757","SA","DAL",40,8,0.833333333333333
"758","SA","DEN",34,10,0.772727272727273
"759","SA","DET",16,8,0.666666666666667
"760","SA","GS",24,20,0.545454545454545
"761","SA","HOU",26,22,0.541666666666667
"762","SA","IND",16,8,0.666666666666667
"763","SA","LAC",22,20,0.523809523809524
"764","SA","LAL",28,14,0.666666666666667
"765","SA","MEM",36,12,0.75
"766","SA","MIA",18,6,0.75
"767","SA","MIL",18,6,0.75
"768","SA","MIN",34,8,0.80952380952381
"769","SA","NO",30,18,0.625
"770","SA","NY",14,10,0.583333333333333
"771","SA","OKC",20,24,0.454545454545455
"772","SA","ORL",20,4,0.833333333333333
"773","SA","PHI",20,4,0.833333333333333
"774","SA","PHO",36,8,0.818181818181818
"775","SA","POR",22,20,0.523809523809524
"777","SA","SAC",42,2,0.954545454545455
"778","SA","TOR",18,6,0.75
"779","SA","UTA",28,16,0.636363636363636
"780","SA","WAS",18,6,0.75
"781","SAC","ATL",6,18,0.25
"782","SAC","BKN",10,14,0.416666666666667
"783","SAC","BOS",8,16,0.333333333333333
"784","SAC","CHA",10,14,0.416666666666667
"785","SAC","CHI",10,14,0.416666666666667
"786","SAC","CLE",12,12,0.5
"787","SAC","DAL",16,28,0.363636363636364
"788","SAC","DEN",20,24,0.454545454545455
"789","SAC","DET",8,16,0.333333333333333
"790","SAC","GS",12,36,0.25
"791","SAC","HOU",10,32,0.238095238095238
"792","SAC","IND",8,16,0.333333333333333
"793","SAC","LAC",8,40,0.166666666666667
"794","SAC","LAL",26,22,0.541666666666667
"795","SAC","MEM",8,34,0.19047619047619
"796","SAC","MIA",6,18,0.25
"797","SAC","MIL",8,16,0.333333333333333
"798","SAC","MIN",18,24,0.428571428571429
"799","SAC","NO",18,26,0.409090909090909
"800","SAC","NY",14,10,0.583333333333333
"801","SAC","OKC",10,34,0.227272727272727
"802","SAC","ORL",16,8,0.666666666666667
"803","SAC","PHI",12,12,0.5
"804","SAC","PHO",28,20,0.583333333333333
"805","SAC","POR",12,32,0.272727272727273
"806","SAC","SA",2,42,0.0454545454545455
"808","SAC","TOR",14,10,0.583333333333333
"809","SAC","UTA",14,28,0.333333333333333
"810","SAC","WAS",10,14,0.416666666666667
"811","TOR","ATL",28,16,0.636363636363636
"812","TOR","BKN",34,14,0.708333333333333
"813","TOR","BOS",28,20,0.583333333333333
"814","TOR","CHA",24,20,0.545454545454545
"815","TOR","CHI",18,26,0.409090909090909
"816","TOR","CLE",18,24,0.428571428571429
"817","TOR","DAL",16,8,0.666666666666667
"818","TOR","DEN",14,10,0.583333333333333
"819","TOR","DET",32,12,0.727272727272727
"820","TOR","GS",2,22,0.0833333333333333
"821","TOR","HOU",12,12,0.5
"822","TOR","IND",30,14,0.681818181818182
"823","TOR","LAC",12,12,0.5
"824","TOR","LAL",18,6,0.75
"825","TOR","MEM",16,8,0.666666666666667
"826","TOR","MIA",18,24,0.428571428571429
"827","TOR","MIL",30,12,0.714285714285714
"828","TOR","MIN",18,6,0.75
"829","TOR","NO",20,4,0.833333333333333
"830","TOR","NY",34,14,0.708333333333333
"831","TOR","OKC",8,16,0.333333333333333
"832","TOR","ORL",36,6,0.857142857142857
"833","TOR","PHI",38,10,0.791666666666667
"834","TOR","PHO",12,12,0.5
"835","TOR","POR",14,10,0.583333333333333
"836","TOR","SA",6,18,0.25
"837","TOR","SAC",10,14,0.416666666666667
"839","TOR","UTA",16,8,0.666666666666667
"840","TOR","WAS",32,12,0.727272727272727
"841","UTA","ATL",6,18,0.25
"842","UTA","BKN",16,8,0.666666666666667
"843","UTA","BOS",6,18,0.25
"844","UTA","CHA",16,8,0.666666666666667
"845","UTA","CHI",8,16,0.333333333333333
"846","UTA","CLE",10,14,0.416666666666667
"847","UTA","DAL",20,22,0.476190476190476
"848","UTA","DEN",26,22,0.541666666666667
"849","UTA","DET",18,6,0.75
"850","UTA","GS",14,30,0.318181818181818
"851","UTA","HOU",14,30,0.318181818181818
"852","UTA","IND",10,14,0.416666666666667
"853","UTA","LAC",10,34,0.227272727272727
"854","UTA","LAL",32,10,0.761904761904762
"855","UTA","MEM",18,24,0.428571428571429
"856","UTA","MIA",10,14,0.416666666666667
"857","UTA","MIL",18,6,0.75
"858","UTA","MIN",32,16,0.666666666666667
"859","UTA","NO",28,16,0.636363636363636
"860","UTA","NY",10,14,0.416666666666667
"861","UTA","OKC",12,36,0.25
"862","UTA","ORL",18,6,0.75
"863","UTA","PHI",18,6,0.75
"864","UTA","PHO",32,12,0.727272727272727
"865","UTA","POR",20,28,0.416666666666667
"866","UTA","SA",16,28,0.363636363636364
"867","UTA","SAC",28,14,0.666666666666667
"868","UTA","TOR",8,16,0.333333333333333
"870","UTA","WAS",16,8,0.666666666666667
"871","WAS","ATL",24,24,0.5
"872","WAS","BKN",28,14,0.666666666666667
"873","WAS","BOS",20,24,0.454545454545455
"874","WAS","CHA",20,28,0.416666666666667
"875","WAS","CHI",26,16,0.619047619047619
"876","WAS","CLE",14,30,0.318181818181818
"877","WAS","DAL",2,22,0.0833333333333333
"878","WAS","DEN",14,10,0.583333333333333
"879","WAS","DET",24,20,0.545454545454545
"880","WAS","GS",4,20,0.166666666666667
"881","WAS","HOU",8,16,0.333333333333333
"882","WAS","IND",20,22,0.476190476190476
"883","WAS","LAC",8,16,0.333333333333333
"884","WAS","LAL",18,6,0.75
"885","WAS","MEM",14,10,0.583333333333333
"886","WAS","MIA",20,28,0.416666666666667
"887","WAS","MIL",30,14,0.681818181818182
"888","WAS","MIN",12,12,0.5
"889","WAS","NO",22,2,0.916666666666667
"890","WAS","NY",32,10,0.761904761904762
"891","WAS","OKC",8,16,0.333333333333333
"892","WAS","ORL",38,10,0.791666666666667
"893","WAS","PHI",28,16,0.636363636363636
"894","WAS","PHO",16,8,0.666666666666667
"895","WAS","POR",14,10,0.583333333333333
"896","WAS","SA",6,18,0.25
"897","WAS","SAC",14,10,0.583333333333333
"898","WAS","TOR",12,32,0.272727272727273
"899","WAS","UTA",8,16,0.333333333333333
